         146821799 function calls (146743265 primitive calls) in 2787.572 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3135    0.081    0.000    0.081    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:394(<listcomp>)
     2400    0.081    0.000    0.081    0.000 {method 'close' of '_io.BufferedReader' objects}
   123376    0.080    0.000    0.110    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:178(is_continuous)
     9405    0.079    0.000    0.100    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:649(pwcost_rule)
     2400    0.079    0.000    0.690    0.000 C:\ANACONDA3\lib\zipfile.py:198(is_zipfile)
   525107    0.075    0.000    0.075    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\pyomoobject.py:31(is_expression_type)
     8295    0.075    0.000    0.094    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:466(braSCap_rule)
       88    0.074    0.001    1.558    0.018 C:\ANACONDA3\lib\site-packages\pyomo\common\sorting.py:98(sorted_robust)
521091/520870    0.071    0.000    0.099    0.000 {built-in method builtins.iter}
     2415    0.070    0.000    0.173    0.000 {method 'update' of 'dict' objects}
   520249    0.066    0.000    0.066    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:194(is_variable_type)
   123496    0.065    0.000    0.445    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:103(has_lb)
    24000    0.063    0.000    0.063    0.000 {method 'seek' of '_io.BufferedReader' objects}
   123496    0.062    0.000    0.456    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:108(has_ub)
    66293    0.061    0.000    0.086    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:327(copy)
84811/47906    0.060    0.000    0.245    0.000 {pyomo.core.expr.numvalue.value}
      300    0.060    0.000    0.060    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\SCACOPF.py:184(<listcomp>)
      960    0.058    0.000    0.058    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablerowcontroller.py:58(<listcomp>)
     5280    0.057    0.000    0.057    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\xmlns.py:14(subelement)
   220038    0.056    0.000    0.056    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\component.py:980(active)
     6120    0.055    0.000   26.883    0.004 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:121(expand_repeated_table_content)
       16    0.052    0.003    0.392    0.025 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:675(construct)
     4560    0.051    0.000    0.063    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:456(flexCostN_rule)
   380812    0.050    0.000    0.050    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:190(is_constant)
   123512    0.050    0.000    0.050    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:353(set_value)
       88    0.049    0.001    0.049    0.001 {method 'sort' of 'list' objects}
   132588    0.047    0.000    0.065    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\symbol_map.py:79(<genexpr>)
   428446    0.045    0.000    0.045    0.000 {method 'append' of 'list' objects}
    67146    0.044    0.000    0.057    0.000 C:\ANACONDA3\lib\json\encoder.py:277(_iterencode_list)
123724/123686    0.043    0.000    0.044    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:285(__setattr__)
   123496    0.042    0.000    0.092    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:406(value)
     3135    0.042    0.000    0.051    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:406(genQMax_rule)
       30    0.041    0.001    0.164    0.005 {method 'read' of '_io.TextIOWrapper' objects}
    92660    0.041    0.000    0.098    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\visitor.py:789(visiting_potential_leaf)
       72    0.040    0.001    0.040    0.001 {built-in method nt.remove}
   132588    0.039    0.000    0.039    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\symbol_map.py:80(<genexpr>)
      195    0.039    0.000    0.039    0.000 {built-in method nt.stat}
   234952    0.037    0.000    0.037    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:198(is_potentially_variable)
    15000    0.037    0.000    0.048    0.000 C:\ANACONDA3\lib\zipfile.py:344(__init__)
     3135    0.037    0.000    0.123    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:389(genMax_rule)
     4560    0.037    0.000    0.047    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:462(flexCostQN_rule)
     4800    0.036    0.000    0.316    0.000 C:\ANACONDA3\lib\zipfile.py:257(_EndRecData)
     4560    0.035    0.000    0.045    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:453(flexCost_rule)
        2    0.035    0.017    0.035    0.017 C:\ANACONDA3\lib\site-packages\pyomo\core\base\PyomoModel.py:182(delete_symbol_map)
    12643    0.035    0.000    0.090    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:1270(add)
   221958    0.034    0.000    0.034    0.000 {built-in method builtins.getattr}
