         837295 function calls (832930 primitive calls) in 90.914 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      160    0.001    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\manifest.py:32(set_media_type_and_version)
     2939    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
        2    0.001    0.000    0.004    0.002 C:\ANACONDA3\lib\site-packages\pyomo\core\base\PyomoModel.py:324(add_solution)
      380    0.001    0.000    0.182    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:137(align_table_columns)
       66    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
        4    0.001    0.000    0.001    0.000 {built-in method nt.pipe}
       32    0.001    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\meta.py:51(_setup)
       80    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:326(declare)
      672    0.001    0.000    0.002    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:458(ub)
      380    0.001    0.000    0.112    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:121(expand_repeated_table_content)
     4250    0.001    0.000    0.001    0.000 {built-in method builtins.id}
       29    0.001    0.000    0.008    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:701(construct)
      160    0.001    0.000    0.002    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:24(__init__)
  362/160    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      672    0.001    0.000    0.002    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:445(lb)
       29    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\visitor.py:529(dfs_postorder_stack)
      380    0.001    0.000    0.010    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablecolumncontroller.py:68(__init__)
     1254    0.001    0.000    0.010    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\block.py:1425(component_data_objects)
 1143/389    0.001    0.000    0.003    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:1115(__iter__)
      760    0.001    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\wrapcache.py:25(add)
        1    0.001    0.001    0.001    0.001 {built-in method nt.listdir}
       64    0.001    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\pagecontainer.py:25(_xmlchildren)
      310    0.001    0.000    0.002    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\indexed_component.py:975(_setitem_when_not_present)
      160    0.001    0.000    0.005    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:69(register)
  564/526    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:285(__setattr__)
      160    0.001    0.000    0.021    0.000 C:\ANACONDA3\lib\zipfile.py:1473(read)
  470/318    0.000    0.000    0.002    0.000 {pyomo.core.expr.numvalue.value}
      210    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:253(__init__)
     1841    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
     1344    0.000    0.000    0.000    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:572(<listcomp>)
     1522    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
     1646    0.000    0.000    0.000    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\component.py:797(parent_component)
      160    0.000    0.000    0.053    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:51(has_zip)
      412    0.000    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:59(name)
      587    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:1550(_add_impl)
        1    0.000    0.000    0.001    0.001 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:72(readVarPara)
       32    0.000    0.000    0.042    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:45(__init__)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
      282    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\common\timing.py:61(report)
      337    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\common\log.py:42(is_debug_set)
     3360    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
     1000    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.004    0.002 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\SCACOPF.py:551(output2json)
       31    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\inspect.py:2124(_signature_from_function)
      243    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\threading.py:1071(is_alive)
        1    0.000    0.000   68.518   68.518 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\investment_model_pt1.py:31(InvPt1_function)
     1000    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\encodings\cp437.py:14(decode)
     3231    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      412    0.000    0.000    0.000    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tableutils.py:98(rows)
      840    0.000    0.000    0.000    0.000 C:\ANACONDA3\lib\zipfile.py:461(_decodeExtra)
     1264    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:1237(__len__)
     1214    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:149(has_lb)
     1344    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:2481(ranges)
     33/1    0.000    0.000    0.715    0.715 <frozen importlib._bootstrap>:650(_load_unlocked)
       48    0.000    0.000    0.004    0.000 {built-in method builtins.print}
       31    0.000    0.000    0.002    0.000 C:\ANACONDA3\lib\inspect.py:1102(getfullargspec)
      380    0.000    0.000    0.301    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablerowcontroller.py:64(__init__)
      158    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:3693(dimen)
      412    0.000    0.000    0.316    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\pagecontainer.py:23(<genexpr>)
     1678    0.000    0.000    0.000    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:324(_lb)
      160    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\zipfile.py:1049(close)
      599    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      307    0.000    0.000    0.004    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\initializer.py:244(__call__)
      118    0.000    0.000    0.003    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\indexed_component.py:387(keys)
      334    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       33    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
       42    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        2    0.000    0.000    0.000    0.000 {built-in method nt.chdir}
     33/1    0.000    0.000    0.720    0.720 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
      160    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\zipfile.py:1033(_read2)
      380    0.000    0.000    0.003    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablecolumncontroller.py:35(expand_columns)
       40    0.000    0.000    0.003    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:3033(__init__)
     2320    0.000    0.000    0.000    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:411(domain)
      192    0.000    0.000    0.003    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\manifest.py:22(add)
      154    0.000    0.000    0.006    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:2232(__init__)
      148    0.000    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\xmlns.py:51(_prefix2clark)
      944    0.000    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:154(has_ub)
      532    0.000    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
